canonical_id,identity_persona,status,model_reasoning,session_id,tmux_pid,worktree,branch_at_head,upstream_state,mailbox,first_seen_utc,last_seen_utc,nonce_status,result_state,gate_state,mutation_state,patch_identity,current_base_relevance,evidence_sources,confidence,cleanup_authority,open_gaps
mailbox-023,Han Luna cadence worker,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-han-luna-overlay-publisher-integration/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-flash-hidden/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T19:23:06Z,2026-08-26T19:37:10Z,absent,completed-reported,reported-count=13,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-024,Supervisor,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-luna-25/.agent-mailbox;/Users/jay-m4/code/rawclaw-luna-26/.agent-mailbox;/Users/jay-m4/code/rawclaw-luna-27/.agent-mailbox;/Users/jay-m4/code/rawclaw-luna-31/.agent-mailbox;/Users/jay-m4/code/rawclaw-luna-33/.agent-mailbox;/Users/jay-m4/code/rawclaw-luna-34/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-auditverify/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-dumpfirst/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-fix23/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-lintcfg/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-luna-dumpfirst/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-luna-routine/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-luna-segorder/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-modernize/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-refreshleak/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-taildedup/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-testdedup/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-unspec/.agent-mailbox,2026-08-25T17:31:09Z,2026-08-26T07:18:04Z,one-way/partial,historical,reported-count=18,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-025,Han Luna adoption worker,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-han-luna-invalidation-attack/.agent-mailbox;/Users/jay-m4/code/rawclaw-han-luna-overlay-publisher-integration/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T19:55:43Z,2026-08-26T20:02:46Z,one-way/partial,historical,reported-count=11,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-026,Ozzy composite desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-audit-identity/.agent-mailbox;/Users/jay-m4/code/rawclaw-furiosa-detached-publication/.agent-mailbox;/Users/jay-m4/code/rawclaw-furiosa-prior-art-cadence/.agent-mailbox;/Users/jay-m4/code/rawclaw-furiosa-tag-overlay/.agent-mailbox;/Users/jay-m4/code/rawclaw-han-luna-detached-tag/.agent-mailbox;/Users/jay-m4/code/rawclaw-han-luna-graph-mechanism/.agent-mailbox;/Users/jay-m4/code/rawclaw-han-luna-overlay-publisher-integration/.agent-mailbox;/Users/jay-m4/code/rawclaw-han-luna-ozzy-harvest/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T21:14:31Z,2026-08-26T21:36:06Z,one-way/partial,historical,reported-count=13,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-027,(blank sender / malformed),confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-t51-context-tx-independent/.agent-mailbox;/Users/jay-m4/code/rawclaw-furiosa-t53-current-base-cancel/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-hooks/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-locate/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-prewarm/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-tombstone/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T08:05:51.352675Z,2026-08-27T04:39:09.822129Z,two-way evidenced,historical,reported-count=16,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-028,Han Solo / Role B,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T19:54:55Z,2026-08-26T20:15:13Z,one-way/partial,reported-running,reported-count=12,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-029,Ozzy / Codex speed desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T20:04:32Z,2026-08-26T20:26:05Z,one-way/partial,historical,reported-count=14,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-030,worker-enroll-3f392502,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T21:38:48Z,2026-08-27T04:21:46Z,one-way/partial,historical,reported-count=11,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-031,worker:rawclaw-furiosa-rival-claims,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-prior-art/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:13:40Z,2026-08-26T20:11:18Z,one-way/partial,completed-reported,reported-count=7,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-032,Ozzy Spy Heartbeat,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T10:27:43Z,2026-08-26T14:05:39Z,one-way/partial,reported-running,reported-count=12,reported-count=5,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-033,Furiosa-Luna-Rescue-Cancellable,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-cancellable-consolidation/.agent-mailbox;/Users/jay-m4/code/rawclaw-han-luna-overlay-publisher-integration/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-pressure-20260827/.agent-mailbox,2026-08-26T19:33:53Z,2026-08-26T19:43:56Z,one-way/partial,historical,reported-count=6,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-034,Norm / wave-three hostile audit,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-lenny-raid-containers/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-fence/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-hooks/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-locate/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-phase/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-prewarm/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-skill-architecture/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-skill-interfaces/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-skill-modernize/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-skill-style/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:32:35Z,2026-08-26T12:32:36Z,one-way/partial,completed-reported,reported-count=7,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-035,Lenny Bruce / Codex prior-art addendum,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-lenny-raid-containers/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-phase/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-prewarm/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-skill-architecture/.agent-mailbox;/Users/jay-m4/code/rawclaw-norm-ozzy-spy/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-flash-cleanup/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-flash-hidden/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-flash-ponytail/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-flash-prune/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-flash-repro/.agent-mailbox,2026-08-26T10:24:03Z,2026-08-26T10:24:05Z,one-way/partial,historical,reported-count=5,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-036,Norm / Codex integration desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T10:22:17Z,2026-08-26T11:15:43Z,one-way/partial,completed-reported,reported-count=9,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-037,Norm / Codex spy desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T10:25:10Z,2026-08-26T11:06:27Z,one-way/partial,historical,reported-count=10,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-038,Ozzy hostile review desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:50:08Z,2026-08-26T19:57:36Z,absent,completed-reported,reported-count=10,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-039,worker:rawclaw-furiosa-tag-overlay,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-pressure-20260827/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:18:56Z,2026-08-26T19:36:05Z,one-way/partial,completed-reported,reported-count=10,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-040,Han Solo / RawClaw Mechanism Raider,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T18:28:30Z,2026-08-26T18:40:12Z,one-way/partial,completed-reported,reported-count=7,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-041,Ozzy evidence desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-27T04:10:14Z,2026-08-27T04:21:18Z,one-way/partial,historical,reported-count=9,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-042,Han Luna invalidation attack,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:55:22Z,2026-08-26T20:03:00Z,one-way/partial,historical,reported-count=5,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-043,Ozzy / Codex integration,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T07:39:55Z,2026-08-26T07:59:39Z,one-way/partial,reported-running,reported-count=7,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-044,Furiosa-Luna-Fold-Latency,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T19:01:38Z,2026-08-26T19:09:23Z,one-way/partial,completed-reported,reported-count=6,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-045,Han Luna Ozzy Duplicate Auditor,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T19:24:10Z,2026-08-26T19:34:40Z,absent,completed-reported,reported-count=5,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-046,Han Solo claim-spy,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T20:09:32Z,2026-08-26T20:19:20Z,one-way/partial,historical,reported-count=7,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-047,furiosa-integration-winner,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T21:09:34Z,2026-08-26T21:32:54Z,one-way/partial,completed-reported,reported-count=5,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-048,han-luna-ozzy-harvest,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-han-luna-ozzy-harvest/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T18:40:10Z,2026-08-26T18:46:50Z,one-way/partial,historical,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-049,worker:han-luna-overlay-publisher-integration,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:24:30Z,2026-08-26T20:22:47Z,one-way/partial,completed-reported,reported-count=7,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-050,worker:rawclaw-han-luna-detached-tag,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:08:35Z,2026-08-26T19:16:15Z,absent,completed-reported,reported-count=7,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-051,worker:rawclaw-han-luna-tag-overlay,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-tag-overlay/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-flash-hidden/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:09:27Z,2026-08-26T19:14:18Z,one-way/partial,completed-reported,reported-count=7,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-052,worker:rawclaw-han-luna-ticker,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:01:57Z,2026-08-26T19:05:32Z,one-way/partial,completed-reported,reported-count=6,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-053,worker:rawclaw-lenny-skill-interfaces,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T09:15:15Z,2026-08-26T10:50:57Z,one-way/partial,completed-reported,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-054,Ellen Ripley / Integration Closer,completed,UNCERTAIN,990ceb85-3b73-4cf8-b8fd-b80f271dfbb4,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T21:22:02Z,2026-08-26T21:31:57Z,one-way/partial,completed-reported,reported-count=6,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-055,Furiosa-Luna-Rival-Claims,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T19:09:39Z,2026-08-26T19:18:53Z,one-way/partial,historical,reported-count=6,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-056,Norm / Codex harvest desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T10:41:18Z,2026-08-26T11:04:01Z,one-way/partial,completed-reported,reported-count=5,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-057,Norm / evidence desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T11:50:41Z,2026-08-26T12:10:47Z,one-way/partial,completed-reported,reported-count=6,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-058,Furiosa-Luna-Publisher-Deletion-Fixer,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-detached-publication/.agent-mailbox;/Users/jay-m4/code/rawclaw-han-luna-invalidation-green/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-red-consolidated-topic-delete-20260827/.agent-mailbox,2026-08-26T20:01:54Z,2026-08-26T20:17:14Z,one-way/partial,completed-reported,reported-count=5,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-059,Norm / supervisor,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-norm-conor-spy/.agent-mailbox;/Users/jay-m4/code/rawclaw-norm-lenny-spy/.agent-mailbox;/Users/jay-m4/code/rawclaw-norm-ozzy-spy/.agent-mailbox,2026-08-26T12:25:32Z,2026-08-26T12:36:34Z,one-way/partial,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-060,worker:rawclaw-furiosa-cancellable-consolidation,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T19:16:55Z,2026-08-26T19:44:32Z,one-way/partial,completed-reported,reported-count=5,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-061,worker:rawclaw-han-luna-attack-furiosa-fold,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-han-luna-ozzy-harvest/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:18:33Z,2026-08-26T19:19:30Z,one-way/partial,completed-reported,reported-count=5,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-062,worker:rawclaw-han-luna-harness-audit,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T18:42:59Z,2026-08-26T18:55:12Z,one-way/partial,historical,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
